Age,Height,Weight,Overall,Potential,Growth,TotalStats,BaseStats,BestPosition,IntReputation,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,STRating,LWRating,LFRating,CFRating,RFRating,RWRating,CAMRating,LMRating,CMRating,RMRating,LWBRating,CDMRating,RWBRating,LBRating,CBRating,RBRating,GKRating,Top_5_league
31,180,74,71,71,0,1788,376,14,1,3,3,0,1,79,72,59,70,36,60,54,73,70,65,69,69,65,60,53,71,77,81,78,65,70,75,58,76,61,69,40,29,71,55,76,71,28,36,37,14,11,8,9,15,71,69,69,69,69,69,69,69,63,69,57,52,57,55,48,55,20,0
23,180,75,71,78,7,1858,402,0,1,3,3,2,2,68,60,69,75,62,68,65,61,45,75,50,76,61,54,67,73,69,68,78,72,81,60,57,73,68,59,64,67,65,72,55,74,62,66,61,9,6,6,7,6,66,70,69,69,69,70,73,72,73,72,70,71,70,69,66,69,16,0
36,177,74,71,71,0,1952,409,4,1,4,3,0,2,68,68,73,71,57,72,74,69,49,73,61,69,74,74,72,73,66,69,68,73,71,70,58,85,70,65,65,63,71,74,71,74,55,58,59,7,14,9,9,14,70,71,70,70,70,71,71,71,71,71,70,70,70,68,63,68,20,0
34,183,86,71,71,0,1821,383,1,2,3,2,2,2,66,52,59,59,71,76,57,40,70,66,50,52,67,62,66,67,65,66,59,64,68,66,72,70,77,66,80,69,39,40,55,65,73,70,70,12,14,6,14,9,59,56,56,56,56,56,58,60,62,60,68,70,68,69,71,69,20,0
21,182,74,71,81,10,1767,387,11,1,3,4,0,0,73,62,68,70,51,63,65,61,53,75,50,70,45,49,67,70,72,74,76,65,67,65,57,74,60,63,57,42,70,70,50,70,55,50,55,7,7,8,9,9,67,69,68,68,68,69,72,72,69,72,65,63,65,63,57,63,16,0
27,177,64,71,71,0,1698,370,7,1,3,4,2,1,77,67,66,74,24,62,66,67,32,69,55,75,65,48,64,74,80,74,76,67,68,72,51,63,60,67,70,26,69,66,56,67,21,23,27,5,13,12,9,8,68,71,70,70,70,71,71,71,66,71,54,52,54,50,42,50,17,0
30,182,71,71,71,0,1740,372,12,1,4,3,0,1,82,67,62,72,25,64,72,72,61,62,64,75,68,71,55,74,81,83,63,72,68,62,74,55,71,61,53,34,76,53,55,64,19,17,13,16,14,12,7,7,71,71,71,71,71,71,70,71,62,71,53,49,53,50,44,50,20,0
28,186,72,71,71,0,1866,403,7,1,2,4,0,0,77,63,66,69,57,71,71,63,60,67,41,70,59,62,65,70,73,80,67,72,59,70,68,82,74,62,51,53,67,63,64,70,61,54,58,15,8,9,12,16,69,69,68,68,68,69,70,71,69,71,69,65,69,67,63,67,21,0
26,187,76,71,74,3,1849,387,4,1,4,3,2,2,53,60,72,70,63,69,70,53,55,73,65,69,69,54,76,74,54,52,59,71,66,69,61,69,68,69,74,71,59,72,44,71,53,69,66,12,7,8,8,10,65,66,66,66,66,66,70,69,73,69,69,72,69,68,67,68,18,0
28,181,74,71,72,1,1499,327,1,1,4,2,1,2,55,26,48,52,71,75,24,23,74,65,27,48,40,27,62,60,55,55,38,68,51,39,79,65,81,19,69,68,21,37,40,60,71,74,69,15,10,6,12,7,48,44,46,46,46,44,50,50,57,50,62,68,62,65,72,65,19,1
29,188,80,71,71,0,1743,368,14,1,3,3,2,2,69,70,54,71,30,74,60,73,72,61,65,69,52,44,39,73,66,72,75,67,69,74,84,72,86,63,44,21,70,52,67,73,24,26,32,16,15,14,10,16,71,67,68,68,68,67,67,67,59,67,53,48,53,51,48,51,22,0
22,193,78,71,79,8,1509,334,1,1,3,2,2,2,69,27,42,49,73,74,24,24,74,66,25,34,23,22,45,55,73,66,76,67,67,40,74,81,73,16,66,69,29,26,36,60,74,74,70,7,6,12,6,9,49,44,45,45,45,44,48,50,53,50,65,67,65,68,73,68,16,0
19,176,70,71,84,13,1911,406,0,1,3,4,0,1,84,67,66,77,46,66,59,67,65,70,55,80,70,72,64,74,87,82,84,64,82,72,70,70,59,67,76,43,68,64,66,65,45,45,43,12,9,14,6,7,72,72,72,72,72,72,73,73,68,73,62,61,62,61,57,61,17,0
27,195,84,71,72,1,1762,375,14,1,3,3,0,2,72,71,53,67,37,75,40,71,77,63,74,69,65,40,44,65,69,75,65,71,61,75,71,66,77,65,84,29,73,57,69,64,33,39,20,12,11,7,11,14,72,65,68,68,68,65,67,66,61,66,52,53,52,51,53,51,20,1
23,180,71,71,76,5,1776,378,11,1,4,4,0,1,80,64,65,75,42,52,65,65,47,68,50,78,69,56,59,72,81,80,79,66,77,64,57,72,46,64,43,30,68,67,59,67,37,49,53,13,14,7,6,15,67,71,70,70,70,71,72,73,67,73,62,56,62,60,50,60,20,0
28,169,67,71,71,0,1782,376,11,1,3,4,0,2,80,67,65,74,31,59,65,69,43,67,61,72,64,62,61,73,84,77,87,65,92,69,54,73,59,63,42,24,68,67,68,59,30,32,35,12,8,13,12,11,69,71,70,70,70,71,71,71,66,71,57,52,57,54,44,54,19,0
24,184,79,71,73,2,1793,403,11,1,3,3,0,0,87,69,64,69,39,75,70,69,55,67,59,73,57,49,54,65,84,89,67,62,59,77,61,80,78,64,63,30,74,68,61,70,37,43,35,6,11,8,9,9,72,71,70,70,70,71,71,73,65,73,60,56,60,58,52,58,17,0
30,185,78,71,71,0,1950,411,1,1,3,3,0,2,67,65,65,67,70,77,68,63,70,64,45,67,68,74,61,64,69,66,74,69,74,73,81,79,78,71,73,70,52,64,59,64,70,71,69,9,12,6,10,7,67,65,64,64,64,65,66,67,67,67,71,70,71,71,71,71,18,0
28,173,70,71,71,0,1911,409,13,1,3,3,2,2,77,61,65,71,68,67,63,54,58,70,47,71,56,57,67,70,78,77,74,68,78,75,75,72,62,71,70,61,64,63,41,62,70,73,70,9,9,9,15,14,67,68,68,68,68,68,70,70,70,70,71,70,71,71,70,71,20,0
22,175,72,71,79,8,1719,380,10,1,2,3,0,2,77,39,53,69,67,75,62,40,58,65,33,69,38,32,50,68,77,77,73,67,76,37,65,77,73,35,79,66,65,34,40,69,65,73,69,8,9,14,10,15,60,62,59,59,59,62,61,66,61,66,71,68,71,71,70,71,19,0
32,180,70,71,71,0,1777,385,8,1,3,3,2,2,73,67,68,72,40,65,69,67,41,70,61,74,71,63,65,73,74,73,70,68,68,68,42,77,66,67,51,38,68,67,60,67,36,46,36,9,8,7,12,12,68,71,70,70,70,71,71,71,69,71,61,59,61,58,50,58,18,0
34,178,73,71,71,0,1904,399,4,1,2,3,2,2,56,66,69,69,68,71,67,61,64,73,50,68,58,49,70,72,59,54,64,74,56,75,69,60,74,71,80,72,70,71,57,71,65,71,68,16,13,7,12,14,69,68,69,69,69,68,71,70,71,70,70,71,70,69,71,69,22,0
32,178,75,71,71,0,1663,352,14,1,4,3,2,2,65,75,55,69,24,64,49,75,69,61,72,72,52,45,45,70,66,64,59,67,71,82,64,54,70,67,60,18,72,60,75,58,23,14,23,6,8,10,10,10,71,66,69,69,69,66,68,66,60,66,47,46,47,45,43,45,17,0
21,175,76,71,79,8,1814,385,0,1,3,3,0,0,72,68,64,73,40,68,49,71,68,70,55,72,64,48,68,72,77,67,79,70,80,70,72,63,71,61,64,31,76,70,58,75,34,44,38,6,14,10,14,8,73,70,71,71,71,70,73,71,69,71,56,58,56,55,54,55,19,0
24,185,64,71,77,6,1817,372,2,1,3,2,2,0,50,46,69,65,69,73,61,37,63,75,52,63,64,62,74,67,47,52,65,63,62,57,69,75,73,51,73,71,54,65,54,67,69,69,66,15,10,15,13,11,58,59,59,59,59,59,64,64,69,64,68,72,68,68,71,68,20,0
27,183,85,71,71,0,1870,404,14,2,2,3,0,2,83,67,66,70,38,80,61,66,71,73,60,70,49,50,68,67,82,84,79,69,70,77,85,70,86,60,77,33,72,66,72,69,42,30,27,15,9,8,14,8,71,70,70,70,70,70,71,71,67,71,58,58,58,56,55,56,20,0
22,178,73,71,80,9,1818,401,7,1,4,4,0,2,86,67,63,73,41,71,63,67,48,66,54,73,68,52,56,70,87,85,85,67,76,73,62,77,70,68,67,20,65,66,62,66,53,42,33,10,6,10,5,12,70,71,70,70,70,71,71,72,65,72,59,56,59,57,52,57,17,1
25,189,77,71,78,7,1628,365,1,1,3,2,2,0,72,39,45,61,71,77,30,36,70,63,30,57,33,25,54,63,71,73,69,73,51,53,74,76,77,37,77,71,28,30,40,69,71,71,70,12,5,11,14,13,56,52,52,52,52,52,54,56,58,56,67,69,67,69,73,69,20,0
28,182,80,71,71,0,1821,388,14,1,2,3,0,2,79,73,54,68,31,83,40,71,62,60,76,66,62,58,52,67,75,83,75,74,72,77,72,87,83,74,81,36,73,58,69,72,32,19,18,11,8,10,13,7,71,67,69,69,69,67,69,68,63,68,53,53,53,51,50,51,19,0
22,192,85,71,71,0,1593,348,1,1,1,2,1,2,49,44,53,51,70,81,51,36,65,62,35,45,46,41,64,57,47,51,46,67,38,62,60,64,90,47,84,68,36,34,43,73,72,71,67,8,7,9,10,10,54,49,49,49,49,49,51,53,57,53,64,68,64,65,71,65,17,0
33,186,84,71,71,0,1784,371,14,1,4,3,2,2,63,72,53,72,36,75,45,73,70,62,66,73,66,62,42,72,67,60,79,68,61,77,69,55,85,65,78,42,73,49,75,70,42,21,17,16,14,16,11,13,71,66,68,68,68,66,67,65,60,65,51,52,51,49,52,49,22,0
25,175,68,71,75,4,1946,414,4,1,3,3,2,2,80,60,71,73,61,69,56,54,55,76,51,71,79,69,74,75,80,80,82,66,81,74,71,85,62,65,67,62,58,71,49,61,57,68,57,9,6,10,14,12,67,69,69,69,69,69,72,72,73,72,70,71,70,69,66,69,18,0
28,180,77,71,71,0,1998,416,4,1,3,3,0,0,71,70,68,70,68,69,63,70,62,71,68,69,65,62,68,74,70,72,65,70,77,68,80,80,61,79,74,69,65,71,55,65,68,71,67,15,14,9,15,11,71,70,70,70,70,70,71,71,71,71,71,71,71,71,71,71,22,0
32,183,81,71,71,0,1254,402,5,1,3,1,2,2,71,68,75,73,46,69,13,11,14,31,10,13,21,10,20,30,45,48,61,66,59,56,80,38,66,17,22,22,13,48,15,28,22,24,23,71,68,75,69,73,32,29,30,30,30,29,33,31,33,31,32,33,32,32,33,32,71,0
27,189,78,71,74,3,1731,372,1,1,2,2,0,0,73,44,52,58,69,76,43,39,69,63,39,55,41,39,64,56,75,71,70,66,65,58,89,68,76,42,83,70,47,39,47,61,66,71,71,10,11,11,9,8,58,55,54,54,54,55,57,58,59,58,66,68,66,68,73,68,18,0
22,191,87,71,71,0,999,390,5,1,3,1,2,2,71,70,74,69,34,72,6,6,10,15,8,8,7,10,9,9,32,37,39,62,40,56,58,30,69,6,15,11,9,40,16,70,9,14,12,71,70,74,72,69,25,18,21,21,21,18,22,21,22,21,21,22,21,21,24,21,71,0
34,180,77,71,71,0,2021,423,4,1,5,3,0,2,70,67,71,71,66,78,66,62,58,75,68,69,66,71,73,74,76,65,74,69,76,71,77,81,79,71,73,59,68,69,70,67,73,67,59,14,10,12,16,10,70,70,70,70,70,70,71,71,71,71,71,71,71,70,70,70,21,0
31,176,72,71,71,0,1973,401,4,2,4,3,0,2,64,66,73,74,59,65,70,64,52,74,67,72,78,74,74,76,66,62,78,68,79,70,86,62,61,65,73,62,68,74,66,74,55,61,64,12,12,8,11,9,68,70,70,70,70,70,71,71,71,71,68,69,68,66,65,66,19,0
27,185,89,71,73,2,1211,398,5,1,2,1,2,2,71,67,74,72,40,74,15,10,24,31,8,22,29,23,38,26,42,36,32,58,62,56,52,33,68,9,35,20,7,41,25,40,21,16,14,71,67,74,74,72,30,26,28,28,28,26,31,30,32,30,28,32,28,28,31,28,72,0
24,194,78,71,75,4,1755,377,2,1,3,3,2,0,59,45,63,67,70,73,49,33,70,70,46,69,48,45,71,67,54,63,65,67,48,62,65,62,79,52,73,72,59,68,42,74,69,70,67,15,7,12,8,8,61,60,61,61,61,60,65,64,69,64,67,72,67,67,72,67,18,0
25,178,75,71,74,3,1843,405,13,1,3,3,2,0,78,61,60,70,67,69,60,55,50,70,43,70,50,48,55,70,75,80,69,65,71,76,55,83,65,60,65,68,65,50,73,73,67,70,68,6,8,9,15,9,66,66,66,66,66,66,67,69,67,69,72,69,72,71,68,71,18,0
23,185,76,71,76,5,1740,377,2,1,2,2,2,0,60,50,63,65,68,71,46,48,58,73,56,64,42,39,68,69,65,55,61,68,61,53,62,90,67,49,57,67,62,68,35,57,72,71,60,8,7,10,14,15,62,61,63,63,63,61,67,66,71,66,69,72,69,68,68,68,19,0
32,176,74,71,71,0,1902,402,4,1,3,3,0,2,70,61,69,70,61,71,53,59,60,75,48,67,61,65,71,74,71,69,80,65,67,64,73,75,71,66,67,66,68,75,57,63,58,64,51,15,11,15,9,12,68,68,68,68,68,68,71,70,71,70,67,70,67,66,66,66,20,0
24,187,87,71,76,5,1531,339,1,1,2,2,2,2,59,37,40,57,70,76,25,35,75,60,30,53,33,28,36,63,60,59,50,68,51,50,70,68,84,30,69,69,38,26,40,63,69,71,69,8,14,12,6,12,55,49,50,50,50,49,51,52,53,52,63,65,63,65,73,65,18,1
22,180,71,71,77,6,1729,377,11,1,3,3,0,2,86,64,64,72,33,58,64,66,42,68,63,73,66,45,63,70,88,84,82,65,73,67,57,80,52,58,45,25,64,64,58,67,37,30,35,5,11,8,11,10,67,70,68,68,68,70,71,72,65,72,59,53,59,55,44,55,17,0
21,184,80,71,78,7,1919,421,2,1,3,3,2,2,79,60,67,73,67,75,58,57,59,76,51,73,59,49,69,75,79,79,76,67,72,71,75,80,74,56,69,74,62,64,57,70,65,69,56,6,11,14,12,5,69,69,69,69,69,69,71,72,72,72,72,73,72,71,70,71,17,1
26,193,88,71,75,4,1237,411,5,1,2,1,2,2,73,67,72,72,56,71,21,13,15,35,14,13,19,15,54,22,57,54,55,66,33,54,57,25,67,16,27,14,9,54,22,37,13,18,20,73,67,72,71,72,32,30,30,30,30,30,35,34,36,34,30,33,30,30,30,30,72,1
26,191,77,70,73,3,1691,356,14,1,3,3,2,2,54,69,57,67,33,76,40,70,74,69,71,67,42,33,55,73,54,54,55,70,54,77,77,69,79,58,77,28,71,66,65,68,32,29,20,13,11,12,13,13,72,64,68,68,68,64,69,66,65,66,50,54,50,48,51,48,21,0
26,181,76,70,70,0,1778,361,0,1,3,3,2,2,48,70,74,70,36,63,74,64,30,74,70,67,78,72,75,75,49,47,68,71,63,79,54,71,70,76,40,45,66,75,75,78,34,35,30,12,10,13,7,9,66,68,68,68,68,68,70,70,70,70,58,59,58,54,47,54,18,0
35,181,81,70,70,0,1344,402,5,2,5,1,2,2,70,68,90,75,35,64,20,16,14,31,13,29,19,38,40,30,35,35,58,60,48,68,71,25,70,20,32,24,14,70,49,41,17,16,15,70,68,90,64,75,34,32,34,34,34,32,38,35,38,35,29,34,29,28,31,28,70,0
29,182,73,70,70,0,1968,409,4,1,3,3,2,2,63,66,69,69,68,74,69,67,67,70,56,67,64,68,66,70,65,61,71,72,71,66,83,85,66,68,77,69,69,72,54,64,66,70,64,7,11,12,11,14,69,68,68,68,68,68,70,70,70,70,70,70,70,70,70,70,20,0
27,176,74,70,71,1,1815,405,6,1,2,3,0,0,86,50,61,69,62,77,62,44,57,68,23,69,58,39,56,67,87,85,81,60,77,62,82,88,74,58,67,62,59,58,32,65,63,62,63,11,13,7,12,9,63,65,64,64,64,65,66,69,66,69,70,67,70,70,67,70,18,0
25,191,80,70,75,5,1491,319,1,1,3,2,2,0,50,30,45,49,70,75,35,21,68,60,51,43,30,32,52,59,54,46,34,69,34,46,72,69,79,26,75,68,29,29,45,64,70,71,70,9,15,14,8,8,49,44,45,45,45,44,47,49,54,49,62,66,62,65,72,65,19,0
27,180,68,70,71,1,1806,377,0,1,3,3,2,1,61,68,71,72,46,59,70,68,45,72,59,73,73,71,70,73,64,58,74,67,66,74,61,69,61,70,42,32,70,69,49,68,51,50,45,12,14,11,14,9,68,70,69,69,69,70,71,71,70,71,61,60,61,58,53,58,20,1
27,184,83,70,70,0,1727,380,7,1,3,3,2,1,77,69,61,73,38,62,62,70,54,64,62,76,57,45,62,75,76,77,67,64,58,72,68,63,68,68,43,44,67,61,56,65,44,26,27,15,8,7,9,12,70,70,70,70,70,70,70,70,65,70,57,55,57,54,49,54,19,0
22,173,67,70,79,9,1806,391,0,1,2,4,0,0,83,64,60,76,51,57,60,64,38,64,56,79,43,44,57,70,86,80,86,66,82,68,70,73,50,64,50,51,64,65,64,73,45,58,57,8,6,15,14,9,66,70,69,69,69,70,71,71,67,71,65,61,65,63,56,63,18,0
31,180,73,70,70,0,1938,407,11,1,3,3,2,0,67,65,68,70,65,72,70,62,64,70,59,69,64,65,65,71,66,67,75,67,71,70,71,84,67,69,71,64,64,67,66,72,65,65,65,7,6,6,11,15,68,68,67,67,67,68,70,70,70,70,70,70,70,70,68,70,18,0
30,194,88,70,70,0,1611,351,1,1,3,2,2,2,51,33,61,59,69,78,53,18,70,68,26,62,48,26,65,59,38,61,51,68,35,67,72,66,87,33,73,71,30,65,40,70,68,68,67,11,10,14,10,11,52,51,52,52,52,51,57,57,63,57,66,70,66,66,70,66,19,0
31,184,84,70,70,0,1583,339,1,1,2,2,1,0,56,40,46,51,72,74,42,39,70,55,35,48,35,34,50,51,54,58,53,61,51,53,71,63,77,31,80,72,36,38,47,62,72,72,73,15,14,7,15,11,53,47,48,48,48,47,49,51,53,51,63,65,63,65,70,65,21,0
20,175,70,70,80,10,1727,377,10,1,2,2,0,0,80,33,61,68,65,70,65,25,56,67,22,67,55,25,62,66,79,80,79,62,71,50,69,81,60,28,80,62,65,57,36,62,63,72,67,14,8,7,14,13,57,62,59,59,59,62,63,67,65,67,70,68,70,70,68,70,19,0
23,168,61,70,77,7,1965,414,0,1,3,3,0,2,78,61,67,73,65,70,59,62,55,74,50,70,62,42,69,72,90,69,89,67,90,62,90,79,59,59,79,68,62,67,56,64,63,69,61,10,16,15,16,14,67,69,68,68,68,69,72,72,72,72,71,71,71,70,68,70,22,0
32,171,70,70,70,0,1613,363,12,1,3,3,2,2,76,62,68,70,22,65,67,64,39,74,44,73,45,51,64,69,75,76,68,62,68,65,32,75,68,58,53,19,73,70,62,67,17,24,20,5,9,13,6,5,67,70,69,69,69,70,70,70,66,70,53,51,53,49,39,49,15,0
23,170,68,70,77,7,1746,370,0,1,3,4,0,2,70,66,71,72,33,58,70,65,38,71,61,74,70,74,72,75,71,70,71,56,75,68,50,63,57,66,54,28,62,72,68,56,30,36,34,6,8,7,12,12,65,69,68,68,68,69,72,71,68,71,56,55,56,52,45,52,16,0
28,180,75,70,70,0,1898,392,2,1,3,2,2,0,54,64,64,64,68,78,64,56,70,64,60,61,42,57,70,67,55,53,64,67,65,75,77,82,75,75,80,69,56,66,57,67,67,69,67,15,15,16,9,13,65,62,63,63,63,62,65,65,69,65,69,70,69,69,70,69,21,0
27,189,85,70,70,0,1171,388,5,1,3,1,2,2,71,68,65,73,43,68,13,17,18,40,17,13,13,12,22,18,43,43,40,64,56,49,61,42,44,16,32,19,18,48,18,62,12,15,23,71,68,65,68,73,31,27,30,30,30,27,33,31,33,31,30,31,30,30,28,30,70,0
20,189,78,70,85,15,1141,396,5,1,2,1,2,2,70,68,72,72,47,67,11,5,11,45,7,12,14,12,51,20,49,43,54,65,42,54,79,16,50,5,16,9,8,60,15,38,16,12,11,70,68,72,67,72,28,27,29,29,29,27,35,32,36,32,26,31,26,25,25,25,71,1
24,191,82,70,75,5,1003,379,5,1,2,1,2,2,72,68,69,72,29,69,16,6,10,29,8,12,15,8,28,14,29,30,29,62,25,52,41,40,57,8,22,15,9,45,14,27,9,10,10,72,68,69,69,72,25,21,23,23,23,21,27,26,29,26,25,27,25,24,23,24,71,0
31,184,75,70,70,0,1780,377,14,1,4,3,0,2,68,71,60,69,33,76,43,75,69,67,55,67,58,55,60,71,67,68,78,62,68,70,74,73,79,67,74,34,72,68,71,74,33,24,19,11,12,9,14,13,70,67,69,69,69,67,70,68,65,68,52,54,52,49,50,49,20,0
26,173,72,70,71,1,1878,393,11,1,3,4,0,1,79,64,67,74,40,69,67,68,58,69,57,73,68,67,64,73,75,83,91,65,78,63,70,73,63,58,79,47,68,67,65,67,31,39,38,13,9,11,13,15,69,71,69,69,69,71,71,71,68,71,61,59,61,59,54,59,20,0
29,180,80,70,70,0,1699,369,1,2,3,2,2,0,68,42,52,57,66,84,33,34,69,60,31,56,39,29,64,58,58,76,60,59,54,66,90,78,88,38,80,69,52,59,33,60,62,68,66,9,15,16,15,15,58,53,55,55,55,53,58,58,62,58,64,68,64,65,70,65,21,0
39,180,71,70,70,0,1167,390,5,1,3,1,2,2,70,69,70,69,42,70,14,12,20,41,17,15,12,8,35,23,36,52,45,68,45,53,60,27,69,9,28,21,7,25,21,61,20,16,20,70,69,70,70,69,31,26,27,27,27,26,30,30,31,30,30,33,30,30,32,30,70,0
27,188,91,70,72,2,1657,370,1,1,4,2,0,0,70,38,53,60,68,81,45,32,71,60,32,60,28,31,63,63,68,72,45,67,74,62,82,73,90,28,70,67,40,51,32,60,68,68,66,12,9,7,10,11,57,54,55,55,55,54,57,60,61,60,66,68,66,67,72,67,19,0
22,182,77,70,70,0,1781,378,1,1,3,2,2,2,65,51,54,58,72,78,39,42,69,68,49,52,37,32,66,62,64,66,63,67,65,70,78,82,72,53,88,66,51,46,46,67,73,75,71,13,12,14,16,14,61,55,57,57,57,55,59,60,64,60,67,70,67,69,70,69,22,0
26,180,73,70,73,3,1837,389,0,1,3,3,2,2,63,61,69,72,54,70,54,53,57,74,45,72,65,52,72,75,72,55,72,65,71,71,72,75,70,73,63,56,65,77,54,70,54,52,51,7,8,10,12,13,66,67,68,68,68,67,73,70,72,70,64,67,64,62,61,62,18,0
21,178,73,70,81,11,1613,351,10,1,2,2,0,2,73,28,53,66,68,63,60,26,58,66,29,68,44,25,53,66,74,73,63,68,73,24,68,68,60,28,63,67,47,32,37,54,67,74,69,13,14,9,13,14,52,58,54,54,54,58,57,62,59,62,70,67,70,70,69,70,21,0
28,183,75,70,70,0,1742,370,1,1,3,2,2,2,61,47,59,67,71,65,52,42,74,75,44,67,63,44,59,69,60,62,62,70,65,60,73,65,64,42,65,70,58,41,44,67,72,70,69,5,12,5,7,12,62,60,60,60,60,60,62,64,65,64,69,70,69,69,70,69,18,0
28,174,70,70,70,0,1851,392,2,1,4,2,2,0,62,57,68,63,67,75,65,53,60,72,48,61,73,65,69,64,56,66,54,70,76,66,64,77,75,59,74,71,53,62,61,71,70,65,62,6,10,6,7,11,63,62,62,62,62,62,65,66,68,66,70,70,70,69,70,69,17,0
27,168,84,70,70,0,1730,369,7,1,3,3,2,1,78,63,66,71,26,65,66,60,55,70,57,73,58,66,59,69,81,76,83,63,71,66,72,74,62,67,59,16,64,65,59,52,32,18,23,15,8,10,7,6,67,69,68,68,68,69,70,70,64,70,54,50,54,50,43,50,17,0
30,181,78,70,70,0,1838,391,2,1,3,2,2,2,67,56,71,61,68,68,65,52,74,72,40,55,53,75,78,69,66,68,61,68,62,72,48,66,73,59,62,67,52,72,43,55,71,63,67,11,11,12,12,19,65,63,63,63,63,63,67,67,70,67,69,70,69,69,70,69,21,0
26,184,80,70,71,1,1129,381,5,1,3,1,2,2,69,69,60,69,43,71,8,7,14,37,6,15,13,14,32,28,45,40,52,66,41,45,66,24,75,11,28,10,6,44,21,50,20,13,10,69,69,60,71,69,29,26,28,28,28,26,32,30,32,30,26,31,26,26,29,26,71,0
31,178,70,70,70,0,1835,387,9,1,3,3,2,2,69,53,65,68,65,67,72,48,52,66,40,66,66,56,61,70,68,69,66,67,72,68,71,70,65,53,66,65,58,59,53,70,67,67,70,12,10,14,15,13,62,64,63,63,63,64,65,67,66,67,70,68,70,70,68,70,21,0
29,173,70,70,70,0,1893,402,11,1,3,3,0,2,77,68,66,71,51,69,69,68,52,67,50,69,70,56,63,70,77,77,84,65,80,72,80,76,69,72,58,55,66,64,57,69,44,56,49,13,11,13,12,9,69,70,68,68,68,70,70,70,68,70,65,63,65,64,59,64,19,0
34,180,74,70,70,0,1918,399,1,1,3,3,0,2,67,58,63,62,70,79,68,52,70,67,30,55,51,76,61,62,69,66,76,70,73,69,90,90,76,64,71,67,62,52,71,69,68,72,71,9,7,10,16,7,65,62,61,61,61,62,63,65,66,65,70,70,70,70,70,70,18,0
24,178,78,70,75,5,1798,388,7,1,3,4,0,1,82,64,62,73,38,69,60,66,58,63,47,73,69,59,54,74,83,82,80,61,82,67,74,71,70,63,63,37,66,65,58,61,35,37,32,8,14,12,6,9,69,69,69,69,69,69,70,71,64,71,58,55,58,56,51,56,17,0
25,180,73,70,75,5,1861,401,4,1,5,4,2,0,67,62,68,72,60,72,56,61,52,73,42,70,56,71,70,74,68,66,77,64,76,70,62,86,72,64,55,66,57,72,59,70,54,65,55,5,12,6,15,10,66,67,67,67,67,67,71,70,72,70,68,69,68,67,64,67,18,0
22,188,81,70,80,10,1468,326,1,1,2,2,2,2,64,28,42,48,71,73,31,24,68,60,26,38,29,25,39,56,60,67,45,71,57,36,77,63,79,26,70,72,27,29,38,55,68,73,70,8,11,7,9,9,48,44,45,45,45,44,47,49,51,49,63,65,63,66,72,66,18,0
24,191,78,70,75,5,995,373,5,1,3,1,2,2,72,69,65,72,26,69,12,6,11,27,6,8,11,12,24,11,24,30,32,60,22,49,37,42,58,7,24,11,11,52,18,42,15,13,15,72,69,65,69,72,24,20,22,22,22,20,26,25,28,25,24,27,24,24,24,24,71,0
23,185,75,70,78,8,1677,367,1,1,3,2,2,2,70,35,56,64,71,71,66,28,68,62,27,65,51,31,53,70,69,71,52,63,61,45,75,69,74,38,65,71,51,45,41,52,69,74,72,13,7,9,12,10,56,58,56,56,56,58,59,63,61,63,70,68,70,71,72,71,18,1
26,184,76,70,72,2,1734,392,1,1,3,3,2,2,84,43,59,67,71,68,64,47,70,66,25,66,39,29,63,68,83,85,71,67,65,52,65,74,68,25,62,70,48,52,49,63,70,72,72,10,5,12,14,6,61,63,60,60,60,63,63,67,64,67,72,70,72,72,72,72,17,0
29,175,70,70,70,0,1834,391,2,1,3,3,2,2,69,54,67,68,64,69,60,50,41,74,48,67,55,42,71,69,68,69,72,68,74,58,62,82,64,59,65,70,65,66,57,51,64,67,62,11,14,15,12,13,62,65,65,65,65,65,69,69,70,69,70,70,70,69,66,69,21,0
30,177,74,70,70,0,1843,389,11,1,3,3,2,2,73,50,68,72,61,65,67,43,59,71,49,71,66,69,67,74,69,76,79,65,79,64,51,78,63,48,58,57,69,65,56,61,68,59,51,12,5,15,10,10,64,67,66,66,66,67,69,70,69,70,68,67,68,67,63,67,18,1
26,176,82,70,73,3,1683,381,1,1,3,2,0,2,80,37,52,60,66,86,61,41,48,64,31,61,47,29,47,57,82,78,55,66,72,33,71,81,95,29,72,66,55,32,39,59,64,70,74,14,12,11,14,12,56,58,55,55,55,58,56,62,58,62,70,67,70,70,71,70,21,0
23,175,74,70,76,6,1907,413,11,1,3,3,0,1,84,56,64,75,62,72,68,53,55,64,46,78,65,46,63,70,89,80,87,63,75,62,71,81,65,54,76,63,75,67,48,69,60,65,66,5,6,14,14,13,67,70,69,69,69,70,71,73,69,73,71,68,71,70,66,70,18,0
