FullName,Age,Height,Weight,Overall,Potential,Growth,TotalStats,BaseStats,BestPosition,Club,IntReputation,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,STRating,LWRating,LFRating,CFRating,RFRating,RWRating,CAMRating,LMRating,CMRating,RMRating,LWBRating,CDMRating,RWBRating,LBRating,CBRating,RBRating,GKRating,Top_5_league
Vincent Pajot,31,180,70,70,70,0,1871,382,4,FC Annecy,1,3,2,2,2,50,56,69,69,66,72,65,52,67,74,47,67,56,54,68,70,63,40,69,71,71,60,73,77,71,62,70,62,65,73,59,68,65,70,67,9,11,16,16,11,64,65,65,65,65,65,69,68,70,68,69,70,69,68,70,68,20,0
Erick Otieno,25,168,70,70,74,4,1837,405,8,AIK,1,4,2,0,2,89,46,63,70,62,75,71,40,44,65,44,67,55,33,61,69,88,89,82,63,90,59,79,83,76,46,61,62,61,61,32,69,66,65,62,11,13,14,11,14,61,66,63,63,63,66,66,70,66,70,72,68,72,70,66,70,20,0
Marcel Hartel,26,177,68,70,73,3,1806,377,0,FC St. Pauli,1,4,3,0,0,71,64,69,76,36,61,62,61,45,72,67,76,67,60,69,75,74,69,84,72,81,69,56,92,47,66,56,50,67,72,48,64,31,32,27,14,15,8,10,12,67,71,70,70,70,71,73,73,72,73,61,60,61,57,47,57,21,0
Sarpreet Singh,23,177,70,70,78,8,1819,386,0,SSV Jahn Regensburg,1,3,3,0,2,74,65,70,72,48,57,67,64,44,70,60,71,73,64,69,70,80,69,80,66,81,68,42,66,51,67,63,51,60,72,64,64,51,47,41,14,6,12,8,8,66,69,68,68,68,69,71,71,69,71,63,62,63,60,54,60,17,0
Maximilian Beier,19,183,72,70,82,12,1686,368,13,Hannover 96,1,3,3,2,2,86,68,61,71,25,57,55,72,61,67,58,70,50,41,55,70,81,90,80,69,74,66,61,78,50,65,47,22,75,67,61,57,22,21,17,6,8,8,6,13,72,71,71,71,71,71,72,72,65,72,53,49,53,50,41,50,17,0
Tristan Dingomé,31,174,71,70,70,0,1899,397,4,ESTAC Troyes,1,3,3,2,2,58,64,71,72,66,66,70,60,51,72,59,71,66,64,70,73,58,58,78,70,76,69,43,71,65,68,70,69,67,72,61,70,67,67,65,6,11,11,11,10,67,68,68,68,68,68,70,70,70,70,70,70,70,69,67,69,18,1
Vincent Marchetti,24,181,71,70,75,5,1882,396,2,AC Ajaccio,1,3,3,2,0,68,55,66,70,67,70,62,48,62,71,59,69,61,58,67,70,68,68,78,68,68,63,61,73,71,60,68,66,60,66,57,68,68,68,68,12,10,10,15,9,64,65,65,65,65,65,68,68,69,68,70,71,70,70,69,70,20,1
Joe Ralls,28,178,70,70,70,0,1954,400,4,Cardiff City,1,2,3,2,0,61,68,71,68,66,66,71,66,50,72,63,66,71,70,72,71,64,59,69,70,68,71,59,75,58,69,76,67,67,71,74,70,67,70,68,9,16,13,11,11,67,68,68,68,68,68,70,70,70,70,70,70,70,70,68,70,20,0
Hasan Ali Kaldırım,32,183,75,70,70,0,1845,394,5,İstanbul Başakşehir FK,1,2,2,2,0,68,54,65,68,69,70,67,42,57,69,42,68,74,49,67,69,69,67,66,62,73,72,62,70,69,66,73,70,65,57,40,69,74,68,69,7,10,10,16,6,63,64,63,63,63,64,66,67,68,67,70,70,70,70,70,70,18,0
Jens Odgaard,23,188,80,70,77,7,1742,382,13,AZ Alkmaar,1,3,3,0,2,74,71,61,70,36,70,63,71,64,65,61,73,59,49,52,68,72,76,68,65,64,76,60,82,78,74,39,22,67,64,59,65,45,31,22,8,13,13,8,11,72,69,69,69,69,69,70,70,64,70,56,52,56,53,48,53,18,0
Aleksandr Zhirov,31,193,88,70,70,0,1438,323,1,SV Sandhausen,1,3,2,1,0,63,30,42,43,70,75,30,26,73,52,29,45,32,29,51,35,54,71,35,66,34,41,65,49,88,24,76,69,29,34,42,68,71,71,66,7,9,8,14,13,48,41,42,42,42,41,44,46,48,46,58,62,58,62,70,62,19,0
Dan Gosling,32,183,79,70,70,0,1894,389,4,Watford,1,3,3,2,2,50,67,70,68,70,64,66,64,65,73,62,65,63,57,71,73,51,49,62,73,67,71,64,54,65,70,73,71,69,71,61,76,70,70,68,6,15,14,15,6,69,66,68,68,68,66,70,68,70,68,68,70,68,68,70,68,20,0
Aziz Behich,31,170,63,70,70,0,1938,408,5,Dundee United,1,4,3,0,2,77,63,64,71,66,67,69,63,54,68,57,71,72,55,66,67,80,74,84,63,87,73,75,72,59,60,80,65,61,50,47,64,66,69,66,14,11,11,14,15,67,67,65,65,65,67,67,69,66,69,70,69,70,70,68,70,21,0
Giuseppe Sibilli,25,180,76,70,73,3,1768,379,3,Pisa,1,3,3,2,2,76,65,65,73,34,66,64,67,62,70,60,74,61,54,58,75,74,78,72,66,76,65,70,72,65,62,59,26,65,68,59,67,37,30,27,10,5,12,13,12,70,70,70,70,70,70,72,72,66,72,57,54,57,54,49,54,18,0
Gastón Ávila,20,182,75,70,81,11,1734,376,1,Royal Antwerp FC,1,3,2,2,2,73,36,60,64,70,73,38,32,69,70,28,61,56,55,64,65,70,75,67,65,69,49,77,71,74,32,70,70,41,63,45,71,70,70,68,14,11,10,9,6,56,56,57,57,57,56,61,61,65,61,67,70,67,68,72,68,18,0
Harisson Marcelin,22,197,82,70,80,10,1536,341,1,KSV Cercle Brugge,1,3,2,2,2,60,35,49,51,71,75,24,30,69,64,32,49,28,32,58,55,54,64,40,68,35,59,67,66,83,27,69,68,27,52,35,65,70,73,72,15,11,12,14,14,52,47,49,49,49,47,52,52,58,52,62,68,62,65,72,65,21,0
Eren Elmalı,21,183,76,70,78,8,1761,386,8,Trabzonspor,1,2,2,0,2,80,40,62,68,65,71,74,30,57,65,29,71,60,47,54,64,76,84,70,65,68,58,67,79,70,40,66,63,65,56,43,62,66,67,64,9,7,10,6,11,60,64,61,61,61,64,63,68,64,68,71,67,71,70,67,70,17,0
Kevin Gutiérrez,25,168,65,70,75,5,1901,407,0,Defensa y Justicia,1,2,2,2,2,76,59,66,72,62,72,53,60,47,77,45,69,51,59,68,73,80,72,80,65,87,61,81,81,65,58,75,66,60,66,53,63,63,64,64,9,10,14,14,11,65,68,67,67,67,68,71,71,71,71,70,71,70,69,67,69,19,0
Eugenio Isnaldo,28,180,72,70,70,0,1844,396,6,Atlético Tucumán,1,3,3,0,2,76,65,66,74,48,67,70,63,47,68,59,73,73,49,55,73,75,76,80,66,79,70,60,67,67,65,67,45,68,67,63,79,45,51,53,10,15,9,9,7,68,70,69,69,69,70,70,70,67,70,64,61,64,62,57,62,18,0
Michael Johnston,23,178,66,70,75,5,1697,362,7,Vitória de Guimarães,1,3,4,2,2,85,64,63,74,29,47,62,63,51,65,57,74,68,63,50,72,84,85,88,59,85,67,58,62,46,64,27,20,65,67,57,64,32,27,25,10,15,9,8,12,67,70,68,68,68,70,70,70,62,70,54,47,54,50,40,50,18,0
Aleksandar Radovanović,28,189,83,70,71,1,1452,315,1,KV Kortrijk,1,2,2,2,0,41,29,49,49,70,77,31,27,71,66,27,43,33,32,60,58,46,36,34,64,43,34,61,66,84,28,77,68,25,38,38,65,69,71,69,7,12,14,7,13,47,43,44,44,44,43,49,49,56,49,61,68,61,63,71,63,18,0
Joao Ortiz,26,177,70,70,72,2,1948,415,0,Independiente del Valle,1,3,3,2,2,72,68,68,69,67,71,55,65,55,73,59,71,65,68,71,67,71,73,70,63,73,72,64,80,70,70,65,66,69,73,70,70,68,71,66,13,5,8,12,7,69,68,69,69,69,68,72,71,72,71,70,71,70,69,69,69,17,0
Ezequiel Cañete,23,175,74,70,78,8,1899,399,0,Unión de Santa Fe,1,3,3,0,2,71,69,71,70,50,68,57,65,53,74,63,72,78,72,75,70,69,72,68,59,80,79,63,83,66,69,56,49,73,75,64,57,47,53,49,11,12,7,8,8,70,69,70,70,70,69,73,72,72,72,64,64,64,62,57,62,17,0
Pedro Manuel da Silva Moreira,33,182,76,70,70,0,1841,377,2,FC Arouca,1,3,3,2,2,43,64,64,67,66,73,50,63,63,70,52,66,67,50,68,70,54,34,61,69,63,70,71,76,72,65,74,70,65,66,51,69,60,70,68,14,12,14,11,12,66,62,65,65,65,62,68,65,70,65,66,70,66,66,69,66,21,0
Gérald Kilota,28,171,66,70,70,0,1891,406,6,Seraing,1,2,3,0,0,80,60,62,75,64,65,63,59,57,65,33,79,56,56,61,69,82,79,81,67,85,67,72,75,56,64,71,68,60,60,59,65,64,64,64,12,10,10,10,13,66,69,67,67,67,69,69,70,68,70,70,68,70,70,66,70,19,0
Bryan Acosta,28,175,80,70,70,0,2016,433,4,Colorado Rapids,1,3,3,0,0,82,68,67,68,66,82,59,59,65,69,44,64,49,73,72,66,79,84,79,70,87,86,77,85,79,79,86,68,67,71,62,68,66,65,62,9,7,13,8,7,70,68,69,69,69,68,70,70,70,70,70,70,70,70,70,70,17,0
Quentin Boisgard,25,174,75,70,73,3,1824,384,4,FC Lorient,1,4,3,2,2,56,63,72,71,55,67,68,63,48,76,60,74,64,69,73,71,60,53,61,63,72,61,54,71,69,61,62,52,68,71,70,65,53,62,53,13,5,8,9,7,66,67,67,67,67,67,71,71,72,71,65,67,65,62,61,62,16,1
Koki Machida,24,190,80,70,75,5,1604,370,1,Royale Union Saint-Gilloise,1,3,2,1,0,80,36,56,50,69,79,46,34,72,66,21,41,29,25,63,61,74,84,54,64,38,53,73,73,85,25,72,71,37,60,35,60,66,69,67,7,7,11,14,7,55,53,53,53,53,53,57,59,61,59,67,69,67,69,72,69,17,0
Enrique Triverio,33,183,82,69,69,0,1684,336,13,Club The Strongest,1,4,3,2,1,39,72,55,67,30,73,42,75,72,62,68,67,55,60,45,71,45,34,64,68,56,72,85,61,76,68,75,31,74,62,70,68,25,21,26,8,11,16,9,10,69,62,66,66,66,62,67,62,61,62,47,50,47,45,48,45,18,0
Alessandro Zanoli,21,188,76,69,79,10,1673,363,9,Napoli,1,3,2,2,2,69,36,58,65,68,67,62,34,60,67,37,64,60,37,53,68,70,68,67,65,53,36,66,61,72,33,60,69,56,48,47,60,67,72,66,14,7,13,10,11,56,60,57,57,57,60,61,63,62,63,68,67,68,69,69,69,19,1
Andrew Farrell,30,180,75,69,69,0,1851,399,1,New England Revolution,1,2,2,2,2,75,48,64,66,68,78,62,41,58,68,52,65,55,53,69,65,74,75,73,68,66,61,71,80,81,51,72,68,59,59,31,64,69,69,68,15,16,12,10,15,62,63,62,62,62,63,65,67,67,67,69,69,69,69,69,69,22,0
Gennaro Tutino,25,177,76,69,71,2,1841,388,0,Parma,1,3,3,0,1,79,70,68,72,35,64,69,69,65,70,65,72,64,71,68,71,75,82,80,65,72,72,73,66,66,69,54,25,67,65,75,59,34,34,34,15,7,7,13,7,71,71,70,70,70,71,71,71,66,71,57,54,57,55,49,55,18,0
João Rafael Brito Teixeira,28,178,66,69,69,0,1862,397,11,GD Chaves,1,3,3,2,2,75,68,66,72,56,60,63,64,50,67,49,73,70,65,64,72,76,75,73,65,70,73,62,45,65,76,68,58,67,68,66,71,55,58,55,15,11,10,7,7,69,69,69,69,69,69,69,69,68,69,64,64,64,63,62,63,18,0
Mustapha Yatabaré,36,186,84,69,69,0,1672,349,13,Demir Grup Sivasspor,1,3,3,0,2,52,71,60,64,31,71,59,71,75,63,60,65,52,50,57,67,55,50,62,64,50,79,79,50,81,69,68,21,70,62,67,60,44,15,12,7,12,16,10,10,69,64,66,66,66,64,66,64,60,64,47,49,47,44,47,44,18,0
Modou N'Diaye,25,184,71,69,71,2,1809,389,1,FC Viktoria Plzeň,1,3,2,2,2,67,55,59,65,68,75,43,54,64,67,52,64,55,46,63,67,68,67,65,67,64,59,70,74,76,57,74,70,61,64,46,68,66,69,67,11,12,6,11,10,64,62,63,63,63,62,66,65,68,65,67,70,67,68,71,68,19,0
Lachlan Jackson,27,196,90,69,69,0,1405,311,1,Suwon FC,1,3,2,1,0,53,26,40,45,70,77,37,21,72,53,21,40,26,23,42,54,53,53,36,58,35,35,84,69,90,26,54,67,32,28,36,55,70,71,67,8,14,14,8,8,47,42,42,42,42,42,44,47,50,47,60,62,60,63,69,63,17,0
Brian Blasi,26,180,75,69,71,2,1712,370,1,Barracas Central,1,3,2,2,0,67,41,57,60,68,77,58,32,65,68,45,60,44,33,60,60,66,68,65,69,52,53,70,75,77,43,80,73,50,46,48,57,67,68,64,13,13,9,10,8,57,57,56,56,56,57,59,62,62,62,69,69,69,69,71,69,19,0
Marwane Saadane,30,187,75,69,69,0,1758,376,1,Al Fateh,1,3,2,2,0,57,49,60,61,66,83,54,43,69,68,38,56,43,54,69,69,58,57,63,58,59,61,75,85,83,50,83,64,36,49,68,62,63,69,63,7,10,14,15,5,58,56,55,55,55,56,59,60,64,60,66,69,66,67,69,67,17,0
Sean Raggett,28,196,89,69,70,1,1442,321,1,Portsmouth,1,4,2,1,0,44,36,44,46,67,84,24,39,73,56,20,42,30,21,58,52,46,42,32,64,30,45,55,76,93,22,77,65,35,40,41,67,68,67,66,11,13,14,12,13,51,43,46,46,46,43,48,48,55,48,59,66,59,61,70,61,20,0
Derick Theodoro Santos Poloni,28,173,63,69,69,0,1872,392,5,Casa Pia,1,3,2,2,2,74,61,61,68,66,62,60,55,55,61,60,72,67,73,55,67,72,75,68,61,67,68,66,72,54,65,66,70,66,61,66,55,66,67,68,8,12,7,9,13,65,65,65,65,65,65,66,67,66,67,69,66,69,69,66,69,18,0
Germán Lanaro,36,185,85,69,69,0,1461,305,1,Universidad Católica,1,2,2,1,0,33,34,49,47,67,75,29,15,72,66,24,40,25,36,65,54,32,34,48,63,33,61,82,50,86,55,78,60,22,35,40,62,69,69,67,10,11,10,14,6,47,40,43,43,43,40,47,45,55,45,56,66,56,59,69,59,18,0
Bruno Batista Pires,30,185,80,69,69,0,1697,361,1,CD Lugo,1,3,2,2,1,65,44,52,59,68,73,43,40,66,61,42,55,49,50,53,60,63,67,65,68,62,58,79,63,76,40,76,70,31,46,62,70,68,69,65,11,9,9,14,7,56,53,53,53,53,53,55,56,58,56,64,67,64,66,69,66,19,0
Alex Bangura,22,183,68,69,76,7,1669,378,8,SC Cambuur,1,2,2,0,0,94,30,51,64,61,78,60,21,50,57,26,63,40,28,49,62,93,94,79,62,64,45,77,92,75,24,67,62,66,39,35,60,59,65,63,10,9,12,14,7,56,59,56,56,56,59,58,65,58,65,70,64,70,69,65,69,18,0
Jon Pacheco Dozagarat,21,184,77,69,82,13,1446,306,1,Real Sociedad,1,3,2,1,2,52,22,50,48,70,64,25,18,74,73,21,31,23,24,61,70,49,54,42,62,59,32,77,53,69,16,64,67,33,40,36,58,67,72,71,14,13,14,14,8,47,44,45,45,45,44,50,50,58,50,61,68,61,64,71,64,20,1
Michael Morrison,34,188,76,69,69,0,1492,310,1,Portsmouth,1,3,2,2,0,41,38,44,45,69,73,25,40,72,55,32,33,38,37,53,54,38,44,50,67,63,40,85,63,77,33,73,69,37,42,30,58,67,70,68,9,10,7,7,4,50,43,45,45,45,43,48,47,54,47,58,65,58,61,69,61,16,0
Herbert Bockhorn,27,177,76,69,69,0,1830,404,9,1. FC Magdeburg,1,3,3,0,2,83,60,63,69,63,66,66,62,59,67,41,68,61,38,64,68,76,89,75,62,83,61,67,74,65,63,57,64,62,60,37,57,63,65,62,7,9,11,15,9,67,68,66,66,66,68,68,69,67,69,69,67,69,69,66,69,18,0
Aaron Herrera,25,180,70,69,74,5,1708,373,9,Real Salt Lake,1,3,2,0,2,70,33,63,66,67,74,70,31,57,61,33,68,48,43,65,64,72,69,65,62,59,32,61,73,76,28,71,64,68,67,42,63,69,70,68,14,8,12,13,5,56,61,59,59,59,61,63,67,65,67,69,68,69,69,69,69,18,0
Yulián Gómez,24,174,63,69,74,5,1741,388,5,Independiente Medellín,1,3,2,2,2,87,52,60,67,62,60,70,52,60,61,35,67,52,34,50,64,81,91,80,63,72,53,58,72,59,54,49,60,65,66,45,58,65,62,63,5,7,10,6,10,63,67,64,64,64,67,66,69,64,69,69,63,69,69,63,69,15,0
Graeme Shinnie,30,175,72,69,69,0,1894,388,2,Wigan Athletic,1,2,3,2,0,61,55,66,66,67,73,68,46,50,68,52,64,67,68,65,65,63,60,69,67,76,69,81,80,66,56,81,67,58,62,70,67,70,68,67,13,6,6,14,12,61,62,61,61,61,62,65,66,67,66,69,69,69,69,69,69,19,0
Marcel Ritzmaier,29,181,79,69,69,0,1947,417,6,SV Sandhausen,1,3,3,2,2,85,66,69,70,60,67,70,63,58,70,66,68,72,69,66,71,78,91,75,68,70,71,63,74,61,69,73,64,66,67,59,70,62,58,57,6,14,13,9,6,69,69,69,69,69,69,69,69,69,69,69,68,69,69,65,69,17,0
Alan Jonathan Patrício Botelho,22,180,73,69,69,0,1688,363,1,RB Bragantino,1,3,2,1,2,61,46,55,62,72,67,36,42,70,71,32,60,32,30,66,62,66,56,69,60,67,56,81,71,65,51,64,74,42,50,48,64,70,73,75,9,13,7,8,12,57,55,56,56,56,55,60,59,64,59,67,69,67,68,69,68,18,0
Javier Muñoz Jiménez,27,175,69,69,70,1,1838,399,4,SD Eibar,1,4,3,2,2,69,63,68,70,62,67,58,60,46,75,48,70,73,52,72,74,67,71,63,65,74,67,57,77,66,71,61,62,62,67,48,69,64,66,63,6,10,8,7,8,66,67,68,68,68,67,70,70,70,70,69,70,69,68,65,68,16,0
Simon Gustafson,27,185,80,69,69,0,1865,392,0,BK Häcken,1,3,3,2,2,60,69,71,69,54,69,66,65,46,70,69,70,73,71,74,71,55,64,65,69,59,70,44,70,72,72,64,54,67,74,88,68,59,57,42,7,7,7,11,13,68,68,68,68,68,68,69,69,69,69,64,66,64,61,60,61,18,0
Emiliano Martínez,22,184,64,69,77,8,1758,382,4,FC Midtjylland,1,3,2,2,2,70,55,62,67,67,61,43,55,55,72,38,64,32,44,71,68,63,75,70,67,69,53,67,66,58,58,61,74,62,68,61,70,64,70,61,7,8,14,10,10,63,63,64,64,64,63,68,66,70,66,67,70,67,67,67,67,17,0
Saviour Godwin,25,170,63,69,69,0,1757,387,7,Casa Pia,1,4,4,0,2,91,66,56,74,37,63,57,67,56,58,53,76,46,45,52,72,90,91,85,53,81,71,79,81,57,64,51,26,66,60,58,56,44,32,33,11,9,12,10,11,69,69,68,68,68,69,69,69,62,69,57,51,57,55,48,55,17,0
Gustav Ludwigson,28,182,75,69,69,0,1785,387,11,Hammarby IF,1,4,3,0,0,86,64,61,66,30,80,58,67,62,67,60,65,59,42,50,64,84,88,74,69,71,61,81,91,77,63,75,33,73,68,56,65,28,24,19,10,9,11,13,13,69,69,69,69,69,69,69,69,64,69,57,54,57,54,49,54,20,0
Jake Clarke-Salter,24,188,70,69,75,6,1531,341,1,Queens Park Rangers,1,3,2,2,2,65,33,51,49,70,73,36,32,70,67,30,43,33,28,63,53,61,68,50,64,45,44,73,68,77,25,69,67,28,41,41,61,71,71,67,8,12,11,9,6,51,47,47,47,47,47,51,53,57,53,63,67,63,66,71,66,17,0
Iván Tapia,23,179,70,69,77,8,1844,391,0,Barracas Central,1,3,3,0,2,70,64,69,70,52,66,60,65,51,73,50,68,70,70,65,73,69,71,73,60,71,68,62,70,68,59,59,46,69,72,65,69,54,55,52,10,5,13,14,14,68,68,68,68,68,68,71,70,69,70,63,63,63,62,59,62,18,0
Sebastián Sáez,37,178,80,69,69,0,1620,346,13,Unión La Calera,1,3,3,0,1,66,69,51,67,25,68,43,71,71,60,65,68,52,58,42,68,64,68,67,68,54,69,65,51,78,60,67,18,75,48,75,68,28,15,14,8,6,7,9,8,69,64,67,67,67,64,65,64,57,64,45,45,45,43,44,43,16,0
Koba Leïn Koindredi,20,184,77,69,82,13,1876,392,0,Real Oviedo,1,3,3,2,2,63,68,71,72,53,65,66,61,59,73,66,74,65,73,70,74,64,63,66,66,62,78,64,63,68,77,58,55,62,72,70,70,53,50,53,12,9,14,6,10,69,69,69,69,69,69,72,71,71,71,64,65,64,62,60,62,18,0
Moussa Konaté,29,183,78,69,69,0,1672,355,13,Dijon FCO,1,4,3,0,1,76,67,55,68,23,66,59,68,75,60,65,67,46,55,38,70,69,81,72,67,69,71,90,65,76,57,37,24,69,56,78,62,12,17,15,6,9,9,10,10,69,66,67,67,67,66,66,67,58,67,50,44,50,47,42,47,17,0
Güven Yalçın,23,184,77,69,76,7,1663,352,13,Genoa,1,3,3,0,2,75,72,57,67,23,58,47,69,67,65,71,69,60,55,44,66,77,73,72,64,64,78,65,54,66,74,42,20,65,62,67,50,19,16,21,9,8,9,11,14,71,66,68,68,68,66,68,66,59,66,47,45,47,45,41,45,18,0
Severino Pedro Santos Hermes,22,180,75,69,69,0,1669,346,13,Fortaleza,1,3,3,2,2,64,66,54,70,31,61,58,66,72,52,60,72,68,56,50,71,61,66,65,72,61,68,72,54,71,67,41,31,77,54,57,61,17,31,31,9,7,9,13,10,69,66,67,67,67,66,66,66,60,66,51,48,51,49,46,49,19,0
Jonas Bager,25,182,84,69,73,4,1611,352,1,Royal Charleroi S.C.,1,3,2,2,0,72,31,49,56,69,75,46,27,65,59,29,44,32,31,54,64,74,71,70,67,66,44,82,72,77,24,73,69,31,41,36,62,68,70,69,11,13,15,10,7,51,51,49,49,49,51,52,55,56,55,66,67,66,68,71,68,19,0
Stefan Nutz,30,178,70,69,69,0,1887,390,0,SV Ried,1,3,3,2,1,65,68,71,68,53,65,67,65,52,72,66,66,73,72,70,68,66,64,75,66,75,72,64,74,65,70,53,52,66,73,73,68,50,54,58,7,11,8,10,10,67,68,67,67,67,68,69,69,69,69,65,64,65,63,59,63,18,0
Roderick J. Gonçalves Miranda,31,191,85,69,69,0,1520,328,1,Melbourne Victory,1,2,2,1,0,38,36,52,52,68,82,50,26,67,63,43,51,42,32,59,58,41,36,34,65,31,68,58,78,89,28,77,68,41,37,20,64,67,69,70,12,14,8,6,12,53,47,48,48,48,47,50,53,58,53,64,68,64,65,69,65,19,0
Rodrigo Villagra,21,178,76,69,79,10,1770,380,2,Club Atlético Talleres,1,3,2,2,2,66,48,63,65,67,71,58,38,56,73,45,64,52,46,65,68,68,64,62,65,67,68,59,74,70,49,73,67,59,57,54,65,71,68,64,11,6,7,8,14,61,61,61,61,61,61,64,65,67,65,69,70,69,68,69,68,18,0
Sébastien Dewaest,31,188,91,69,69,0,1487,317,1,KRC Genk,1,2,2,2,0,39,40,50,41,69,78,36,33,74,62,22,30,33,39,64,48,34,43,33,65,49,68,39,64,88,35,80,69,37,38,40,72,68,68,67,16,7,12,16,10,52,41,44,44,44,41,46,47,55,47,59,67,59,62,69,62,20,0
Carlos Pomares Rayo,29,182,74,69,69,0,1768,390,5,Real Oviedo,1,3,2,2,0,76,53,59,59,64,79,61,56,64,67,46,57,55,52,52,61,72,79,66,64,51,58,77,87,80,44,69,65,48,50,49,53,63,65,66,7,6,12,6,13,62,60,59,59,59,60,61,64,62,64,69,67,69,69,69,69,16,0
Yannik Keitel,22,186,85,69,75,6,1737,372,2,Sport-Club Freiburg,1,3,2,1,2,64,48,63,64,65,68,49,44,58,73,41,61,42,49,70,68,63,65,64,69,62,58,79,64,70,49,66,65,49,65,48,58,59,71,67,13,8,11,10,7,60,60,60,60,60,60,65,64,68,64,66,70,66,67,68,67,18,1
Luke Freeman,30,172,73,69,69,0,1861,387,0,Luton Town,1,2,3,2,2,69,65,70,71,51,61,70,64,40,69,61,71,74,69,66,70,73,66,80,66,80,68,70,59,62,66,57,58,65,72,62,64,48,54,52,7,12,11,11,8,66,69,68,68,68,69,69,69,69,69,64,63,64,62,58,62,18,0
Pablo Sabbag,25,188,84,69,74,5,1625,347,13,La Equidad,1,4,2,2,1,61,72,50,64,32,68,37,75,67,60,67,63,46,56,42,69,60,62,59,66,53,73,73,62,81,67,43,38,70,51,64,61,41,12,19,13,7,7,11,11,71,62,66,66,66,62,65,62,58,62,49,49,49,46,47,46,18,0
Olávio Vieira dos Santos Júnior,25,179,74,69,72,3,1689,367,7,GD Chaves,1,5,3,0,2,86,69,60,68,27,57,60,67,52,64,56,68,57,58,48,67,86,86,75,65,67,78,51,68,59,70,39,30,66,64,70,61,26,20,20,12,6,11,9,14,69,69,69,69,69,69,69,69,61,69,54,48,54,50,41,50,18,0
Tommaso D'Orazio,32,185,75,69,69,0,1855,393,5,Südtirol,1,3,3,0,2,74,62,61,68,62,66,67,60,59,65,58,68,65,60,60,68,71,77,64,63,72,64,80,79,60,64,60,62,60,50,60,67,60,64,66,11,11,6,9,12,66,65,64,64,64,65,65,68,65,68,69,66,69,69,65,69,18,0
Adrián Ugarriza,25,183,82,69,72,3,1649,350,13,Cienciano,1,3,3,0,1,68,70,60,70,23,59,61,75,67,68,69,75,45,60,60,67,66,69,70,66,71,67,63,59,70,66,30,15,65,50,65,50,14,22,23,14,9,13,7,8,71,67,67,67,67,67,68,68,61,68,50,46,50,46,40,46,18,0
Cristian Chávez,35,171,66,69,69,0,1748,366,3,Godoy Cruz,1,3,3,0,2,68,72,61,71,35,59,55,72,60,67,67,70,63,49,54,70,70,67,71,71,79,73,58,70,58,72,46,31,73,64,67,68,36,32,24,9,14,11,12,13,69,68,69,69,69,68,69,69,65,69,55,53,55,52,47,52,20,0
Tendayi Darikwa,30,188,77,69,69,0,1812,404,12,Wigan Athletic,1,4,3,0,2,88,50,61,64,63,78,63,48,56,63,39,64,57,43,60,63,85,90,73,61,61,57,60,81,75,48,84,66,60,63,51,65,65,62,60,8,13,12,9,12,62,64,62,62,62,64,65,68,65,68,69,68,69,69,68,69,18,0
Arda Güler,17,176,61,69,86,17,1772,360,0,Fenerbahçe SK,1,3,3,2,2,68,63,72,74,41,42,71,63,40,72,61,75,79,73,70,72,71,65,81,58,84,64,62,59,35,62,34,47,64,70,67,70,39,40,36,13,10,11,14,10,64,69,67,67,67,69,71,71,68,71,59,56,59,56,46,56,19,0
Mads Emil Madsen,24,186,82,69,74,5,1829,387,4,Aarhus GF,1,3,3,2,2,58,58,67,68,62,74,61,56,55,71,57,69,56,55,69,70,60,57,60,65,75,64,65,79,75,58,65,64,65,70,49,68,60,65,61,11,10,5,14,13,65,65,65,65,65,65,69,68,70,68,67,69,67,66,66,66,19,0
Mickaël Tirpan,28,177,74,69,69,0,1818,388,9,Kasimpaşa SK,1,3,2,2,2,75,53,63,64,66,67,62,50,67,64,50,62,64,46,62,63,74,75,73,63,70,58,73,74,60,55,74,68,65,66,44,64,66,64,66,7,9,10,7,7,63,63,63,63,63,63,65,66,66,66,68,67,68,69,68,69,16,0
Anderson Julio,26,172,70,69,70,1,1692,367,6,Real Salt Lake,1,3,2,0,1,82,65,60,69,32,59,63,67,50,62,57,69,61,54,50,67,82,82,70,68,78,71,51,71,63,60,36,45,68,63,55,66,23,27,31,7,6,11,15,9,69,68,68,68,68,68,68,70,63,70,57,51,57,54,45,54,18,0
Germán Guiffrey,24,182,74,69,77,8,1630,354,1,Gimnasia y Esgrima La Plata,1,3,2,1,0,70,36,49,57,70,72,54,31,68,59,38,48,32,30,54,65,67,72,67,67,62,49,73,78,72,32,63,68,44,34,41,56,68,73,69,11,8,9,10,14,55,53,52,52,52,53,54,58,58,58,68,67,68,70,71,70,19,0
